,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
2,1695006335575,1.194,0.0,0,0,COMMIT,47960,1695006335573.806
3,1695005431712,1.365,0.0,0,0,COMMIT,47963,1695005431710.635
4,1695005454568,1.017,0.0,0,0,COMMIT,47961,1695005454566.983
8,1695005567270,1.181,0.0,0,0,COMMIT,47968,1695005567268.819
10,1695005600985,1.518,0.0,0,0,COMMIT,47974,1695005600983.482
11,1695005688231,1.003,0.0,0,0,COMMIT,47975,1695005688229.997
12,1695005740907,1.029,0.0,0,0,COMMIT,47978,1695005740905.971
13,1695005760883,2.886,0.095,1,404,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 2\
              AND OL_O_ID < 24734\
              AND OL_O_ID >= 24714\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",47980,1695005760880.114
14,1695006091402,257.45,0.106,3,3,"SELECT C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_DATA FROM customer WHERE C_W_ID = 1 AND C_D_ID = 10 AND C_LAST = 'ABLEPRESANTI' ORDER BY C_FIRST",47985,1695006091144.55
15,1695006091762,37.607,0.085,1,1,"SELECT I_PRICE, I_NAME, I_DATA FROM item WHERE I_ID = 8498",47993,1695006091724.393
16,1695006093564,246.395,0.096,1,1,"SELECT C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_DATA FROM customer WHERE C_W_ID = 3 AND C_D_ID = 2 AND C_ID = 724",47986,1695006093317.605
17,1695006100133,128.195,0.128,1,1,"SELECT C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_DATA FROM customer WHERE C_W_ID = 3 AND C_D_ID = 9 AND C_ID = 654",47990,1695006100004.805
18,1695006100228,5.023,0.085,1,1,"SELECT I_PRICE, I_NAME, I_DATA FROM item WHERE I_ID = 12996",47993,1695006100222.977
