,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
3,1695004890940,1.515,0.0,0,0,COMMIT,29728,1695004890938.485
4,1695004909970,1.015,0.0,0,0,COMMIT,29730,1695004909968.985
5,1695004949177,2.999,0.084,1,340,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 6\
              AND OL_O_ID < 24490\
              AND OL_O_ID >= 24470\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 12",29733,1695004949174.001
6,1695004971665,1.027,0.0,0,0,COMMIT,29729,1695004971663.973
7,1695005078901,1.158,0.106,41,41,"SELECT C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_DATA FROM customer WHERE C_W_ID = 1 AND C_D_ID = 9 AND C_LAST = 'BARABLEPRI' ORDER BY C_FIRST",29740,1695005078899.842
8,1695005081629,1.286,0.0,0,0,COMMIT,29739,1695005081627.714
9,1695004168429,2.891,0.111,1,364,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 7\
              AND OL_O_ID < 24385\
              AND OL_O_ID >= 24365\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",29742,1695004168426.109
11,1695004246719,1.267,0.066,1,1,"SELECT I_PRICE, I_NAME, I_DATA FROM item WHERE I_ID = 12343",29746,1695004246717.733
12,1695004250225,17.449,0.08,1,1,"SELECT C_DISCOUNT, C_LAST, C_CREDIT FROM customer WHERE C_W_ID = 2 AND C_D_ID = 5 AND C_ID = 369",29743,1695004250207.551
15,1695004256643,27.665,0.076,0,1,"UPDATE stock SET S_QUANTITY = 12, S_YTD = 127, S_ORDER_CNT = 22, S_REMOTE_CNT = 1 WHERE S_I_ID = 65488 AND S_W_ID = 4",29741,1695004256615.335
16,1695004258246,31.35,0.106,1,390,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 5\
              AND OL_O_ID < 24610\
              AND OL_O_ID >= 24590\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",29744,1695004258214.65
19,1695004322580,1.221,0.0,0,0,COMMIT,29747,1695004322578.779
