Avg Threads Running,1,1,1.4,1.9,2.4,3.0999999999999996,3.8999999999999995,4.5,5.1000000000000005,5.3,5.800000000000001,6.5,6.5,6.6,6.5,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3,6.500000000000001,6.6,6.5,6.800000000000001,6.7,7.2,7.3,7.6,7.5,7.499999999999999,7.599999999999999,7.6000000000000005,7.800000000000001,7.5,7.300000000000001,7,7.1000000000000005,6.3999999999999995,6.3,6.000000000000001,6.300000000000001,5.9,6.299999999999999,6.4,6.7,6.6000000000000005,6.5,7,6.799999999999999,7.222222222222221,7,8.375,8.25,8.375,8.625,9,9.375,9.375,9.625,9,8.8,7.999999999999999,8,7.8,9.7,12.9,16.1,19.7,22.9,26.1,30.1,34.1,37.9,42.1,43.400000000000006,44,42.900000000000006,42.7,43.2,42.9,39.9,36.7,32.6,28.400000000000006,24.9,20.700000000000003,18.4,15,11.5,8.9,7.5,6.9,7.1000000000000005,7.1000000000000005,6.8,6.7,6.6000000000000005,6.6000000000000005,6.3999999999999995,6.199999999999999,6.8,6.600000000000001,6.199999999999999,6.6,6.9,6.9,6.9,6.7,6.6000000000000005,6.5,5.9,5.9,6.2,6.1000000000000005,6.1,6,6.4,6.5,6.5,6.3999999999999995,6.8,6.7
Peak Threads Connected,1,1,5,6,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,12,12,12,28,41,43,46,46,46,47,47,50,50,50,50,50,50,50,50,50,50,47,47,47,44,44,42,33,17,14,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,10,10,10,10,12,12,12,12,12,12
Peak Threads Running,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,3,3,3,14,33,33,33,33,34,34,37,38,38,38,42,42,42,42,42,42,42,42,42,42,30,26,23,5,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Questions,38,39.88888888888889,81.44444444444444,220.44444444444443,320.33333333333337,448.2222222222223,563.1111111111111,668.6666666666667,772.5555555555555,902.5555555555557,1029.5555555555557,1120,1089.4444444444446,1112.6666666666667,1105,1095.888888888889,1104.6666666666667,1106.3333333333335,1094.3333333333335,1115.4444444444446,1097.888888888889,1105.4444444444446,1116.5555555555557,1135.888888888889,1177.111111111111,1186.111111111111,1192.4444444444446,1208.2222222222222,1184,1170.7777777777778,1173,1163,1130.111111111111,1096.111111111111,1078.2222222222222,1066,1023.2222222222223,1043,1081.3333333333335,1076,1041.5555555555557,1044.4444444444446,1066.7777777777778,1115.3333333333335,1155.3333333333335,1189.5555555555557,1180.5555555555557,1154.6666666666667,1006.9418250000001,924.8752571428571,1200.6878189483027,1174.4444444444446,1147.3333333333335,1119.5555555555557,1120.2798756108398,1098.7777777777778,1105.7777777777778,886.3391354136845,980.7480669296268,1044.9588248386378,1067.5555555555557,1059.6666666666667,1086.7777777777778,1061.0271231658514,1023.6666666666667,1006.8888888888889,995.6666666666667,994.8911594846735,981.2263941346367,919.8888888888889,884.7307051637978,836.5555555555557,850.5555555555557,872.2222222222223,869.8888888888889,897.8888888888889,874.3886171631837,891.5676035996,925.9382633799689,981.5453029460812,1005.4444444444446,984.1111111111111,995.4444444444446,996.3333333333334,1044.5555555555557,1066.2222222222222,1053.462265199511,1081.7211474316211,1082.6666666666667,1067,1133.7777777777778,1159.2222222222222,1180.111111111111,1139.2222222222222,1129.5555555555557,1125.5555555555557,1119.2222222222222,1081.888888888889,1067,1024.7777777777778,1012.3333333333334,1012.5555555555557,1045.5555555555557,1063,1125.5555555555557,1094.888888888889,1114.3333333333335,1169.4444444444446,1163.7777777777778,1157.111111111111,1166,1137.888888888889,1128.888888888889,1088.3333333333335,1113.2222222222222,1099.111111111111,1084.6666666666667,1098.4444444444446,1100.888888888889,1074.7777777777778,1066
Threads Created,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4311,0.4355428571428571,1.6640781007321945,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.665926254997779,1.6666666666666667,1.6666666666666667,0.23942170054394504,0.2344884798397195,0.22256843979523705,0.22222222222222224,0.33333333333333337,0.4444444444444445,2.334370831480658,3.666666666666667,3.666666666666667,4.333333333333334,4.331408262994225,4.332370584314597,5.333333333333334,5.219322598556357,5.333333333333334,3.555555555555556,2.2222222222222223,2.2222222222222223,1.6666666666666667,2.112049799911072,2.555271636484835,1.554519209415945,1.5564202334630353,1.3333333333333335,1.2222222222222223,1.2222222222222223,1,0.888888888888889,0.4444444444444445,0,0,0,0,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337
Created Tmp Disk Tables,9.11111111111111,9.11111111111111,8.88888888888889,9,9,9,8.88888888888889,8.88888888888889,9.11111111111111,9,9.11111111111111,9.11111111111111,8.88888888888889,9,9.11111111111111,8.88888888888889,9.11111111111111,8.777777777777779,8.777777777777779,8.777777777777779,8.88888888888889,9.222222222222223,8.88888888888889,8.88888888888889,9.11111111111111,9,9.222222222222223,9,9.11111111111111,9.222222222222223,9,9.11111111111111,8.88888888888889,9.11111111111111,9.11111111111111,8.88888888888889,9.222222222222223,9,8.88888888888889,8.88888888888889,8.88888888888889,9.222222222222223,8.88888888888889,9,9,8.88888888888889,9.11111111111111,9,7.7598,6.968685714285714,8.875083203905037,9.11111111111111,8.88888888888889,8.88888888888889,8.88494002665482,9,9,7.541783567134269,8.441585274229903,9.0140218117071,8.777777777777779,9,9,9.22632281013784,8.88888888888889,9.11111111111111,8.88888888888889,8.88494002665482,9.109086869584536,9.222222222222223,8.883953359244863,9.11111111111111,9,9.11111111111111,9,9,9.004001778568252,8.999000111098768,8.99400399733511,9.116175653140633,9,8.88888888888889,8.88888888888889,8.777777777777779,9.222222222222223,9.222222222222223,8.8918528398355,8.783633533466757,9,9,9.11111111111111,9,9.11111111111111,8.777777777777779,8.88888888888889,9,9.11111111111111,9.11111111111111,9,8.88888888888889,9.11111111111111,8.88888888888889,9.11111111111111,8.88888888888889,9,9,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,9,8.88888888888889,9,9.11111111111111,9.11111111111111,9,9.11111111111111,9,9.11111111111111,9,9.11111111111111
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.4444444444444444,5,6.444444444444445,8.777777777777779,9.444444444444445,11,12.222222222222223,13.333333333333334,14.666666666666668,15,14.555555555555557,16.333333333333336,18.333333333333336,22.88888888888889,23.666666666666668,23.77777777777778,24.22222222222222,24,23.444444444444446,20.444444444444446,18.333333333333336,17.88888888888889,16.333333333333336,15.11111111111111,15.777777777777777,15.555555555555557,15.11111111111111,16.555555555555557,17.88888888888889,19,16,15.777777777777777,16.11111111111111,15.88888888888889,16.555555555555557,18.333333333333336,19.11111111111111,20.11111111111111,20.555555555555557,21,17.77777777777778,19.88888888888889,20.444444444444446,19.88888888888889,19.88888888888889,18.555555555555557,15.627375,13.175171428571428,19.414244508542268,20.555555555555557,19.555555555555557,19.333333333333336,19.324744557974235,18.11111111111111,17.444444444444446,11.37253077583739,12.310645191585273,15.357222345871355,18.666666666666668,16.333333333333336,14.777777777777777,13.67274344152957,14.333333333333334,16.22222222222222,18.333333333333336,18.325188804975568,16.551877360586538,13.222222222222223,13.881177123820098,15.444444444444446,16.11111111111111,16.555555555555557,15.11111111111111,14.88888888888889,16.007114273010227,15.4427285857127,15.21208083499889,16.34241245136187,15.777777777777777,14.88888888888889,12.555555555555555,11,12.11111111111111,12.555555555555555,14.004668222740914,14.231710028908163,13.555555555555557,14.333333333333334,16.666666666666668,18.22222222222222,22.444444444444446,19.333333333333336,16.77777777777778,15.444444444444446,14.222222222222223,13.333333333333334,11.555555555555555,13.444444444444446,13.11111111111111,10.777777777777779,12.88888888888889,14,17,17,20.333333333333336,21.77777777777778,17.555555555555557,16.555555555555557,15.666666666666668,15.777777777777777,15.666666666666668,13.555555555555557,14.666666666666668,11.222222222222223,11.555555555555555,12.777777777777779,14,12.777777777777779,13.555555555555557
