,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
3,1695002739743,1.066,0.0,0,0,COMMIT,208,1695002739741.934
4,1695002786322,1.08,0.0,0,0,COMMIT,211,1695002786320.92
8,1695002825019,1.094,0.0,0,0,COMMIT,209,1695002825017.906
10,1695002857650,1.113,0.0,0,0,COMMIT,210,1695002857648.887
11,1695002956151,1.237,0.0,0,0,COMMIT,205,1695002956149.763
12,1695002985915,1.019,0.0,0,0,COMMIT,219,1695002985913.981
13,1695003014365,1.027,0.0,0,0,COMMIT,220,1695003014363.973
14,1695003068575,1.147,0.0,0,0,COMMIT,216,1695003068573.853
15,1695003100738,1.229,0.0,0,0,COMMIT,217,1695003100736.771
16,1695003119761,1.097,0.0,0,0,COMMIT,226,1695003119759.903
17,1695003120656,1.192,0.0,0,0,COMMIT,227,1695003120654.808
18,1695003149996,1.05,0.0,0,0,COMMIT,224,1695003149994.95
19,1695003223476,1.155,0.0,0,0,COMMIT,232,1695003223474.845
20,1695003224358,1.094,0.0,0,0,COMMIT,228,1695003224356.906
21,1695003229951,1.015,0.0,0,0,COMMIT,223,1695003229949.985
22,1695003239167,1.102,0.0,0,0,COMMIT,225,1695003239165.898
23,1695003403723,1.002,0.0,0,0,COMMIT,242,1695003403721.998
24,1695003477082,3.186,0.071,1,450,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 3\
              AND OL_O_ID < 24259\
              AND OL_O_ID >= 24239\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",246,1695003477078.814
25,1695002683881,1.168,0.0,0,0,COMMIT,248,1695002683879.832
26,1695002719716,1.104,0.0,0,0,COMMIT,250,1695002719714.896
30,1695002835636,1.279,0.0,0,0,COMMIT,253,1695002835634.721
31,1695002836579,1.532,0.0,0,0,COMMIT,258,1695002836577.468
33,1695002889938,1.088,0.0,0,0,COMMIT,260,1695002889936.912
34,1695002943862,1.213,0.0,0,0,COMMIT,263,1695002943860.787
35,1695002977362,1.129,0.0,0,0,COMMIT,265,1695002977360.871
36,1695002995508,1.043,0.077,0,1,UPDATE customer SET C_BALANCE = C_BALANCE + 2687.55 WHERE C_ID = 2459 AND C_D_ID = 9 AND C_W_ID = 4,256,1695002995506.957
37,1695003024603,1.367,0.0,0,0,COMMIT,256,1695003024601.633
38,1695003062084,1.211,0.0,0,0,COMMIT,259,1695003062082.789
39,1695003096121,2.868,0.089,1,358,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 10\
              AND OL_O_ID < 24075\
              AND OL_O_ID >= 24055\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 12",272,1695003096118.132
40,1695003104265,1.075,0.0,0,0,COMMIT,266,1695003104263.925
41,1695003128366,1.108,0.0,0,0,COMMIT,267,1695003128364.892
42,1695003129102,1.439,0.0,0,0,COMMIT,261,1695003129100.561
43,1695003194047,1.711,0.0,0,0,COMMIT,275,1695003194045.289
44,1695003213636,1.006,0.0,0,0,COMMIT,270,1695003213634.994
45,1695003235989,1.021,0.0,0,0,COMMIT,271,1695003235987.979
46,1695003241561,2.214,0.079,1,400,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 6\
              AND OL_O_ID < 24204\
              AND OL_O_ID >= 24184\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",278,1695003241558.786
47,1695003310804,1.065,0.0,0,0,COMMIT,280,1695003310802.935
48,1695003335122,1.067,0.0,0,0,COMMIT,281,1695003335120.933
49,1695003415250,1.044,0.0,0,0,COMMIT,279,1695003415248.956
50,1695003509511,1.026,0.0,0,0,COMMIT,284,1695003509509.974
51,1695002681752,1.318,0.0,0,0,COMMIT,295,1695002681750.682
52,1695002738819,1.039,0.0,0,0,COMMIT,288,1695002738817.961
53,1695002766151,1.02,0.0,0,0,COMMIT,290,1695002766149.98
59,1695002949383,1.712,0.0,0,0,COMMIT,294,1695002949381.288
60,1695002967311,1.105,0.0,0,0,COMMIT,298,1695002967309.895
61,1695003047157,2.368,0.084,1,378,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 10\
              AND OL_O_ID < 24043\
              AND OL_O_ID >= 24023\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 15",311,1695003047154.632
62,1695003053945,1.006,0.0,0,0,COMMIT,302,1695003053943.994
63,1695003060301,1.342,0.0,0,0,COMMIT,309,1695003060299.658
64,1695003216834,1.008,0.0,0,0,COMMIT,315,1695003216832.992
65,1695003268580,1.061,0.0,0,0,COMMIT,313,1695003268578.939
66,1695003286520,1.034,0.0,0,0,COMMIT,318,1695003286518.966
67,1695003328259,2.194,0.074,1,402,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 9\
              AND OL_O_ID < 24128\
              AND OL_O_ID >= 24108\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 19",322,1695003328256.806
68,1695003433767,1.161,0.0,0,0,COMMIT,312,1695003433765.839
69,1695003480809,1.089,0.0,0,0,COMMIT,327,1695003480807.911
70,1695003545892,1.304,0.0,0,0,COMMIT,324,1695003545890.696
71,1695003566423,1.018,0.0,0,0,COMMIT,316,1695003566421.982
72,1695003590064,1.032,0.0,0,0,COMMIT,326,1695003590062.968
73,1695003607943,3.162,0.103,1,412,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 1\
              AND OL_O_ID < 24293\
              AND OL_O_ID >= 24273\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 15",334,1695003607939.838
74,1695002723968,1.054,0.0,0,0,COMMIT,337,1695002723966.946
75,1695002756674,1.17,0.0,0,0,COMMIT,328,1695002756672.83
76,1695002788164,1.123,0.0,0,0,COMMIT,339,1695002788162.877
80,1695002816710,1.094,0.0,0,0,COMMIT,341,1695002816708.906
82,1695002866648,1.254,0.0,0,0,COMMIT,344,1695002866646.746
83,1695002879588,2.38,0.111,1,386,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 2\
              AND OL_O_ID < 24230\
              AND OL_O_ID >= 24210\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",346,1695002879585.62
84,1695002897311,1.005,0.0,0,0,COMMIT,336,1695002897309.995
85,1695003007646,4.324,0.059,0,1,"UPDATE stock SET S_QUANTITY = 30, S_YTD = 109, S_ORDER_CNT = 17, S_REMOTE_CNT = 0 WHERE S_I_ID = 3334 AND S_W_ID = 1",345,1695003007641.676
86,1695003007797,5.559,0.057,0,0,"INSERT INTO history VALUES (1135, 6, 2, 6, 2, '2023-09-18 10:04:28.294009', 3587.83e0, 'ar8abZs    uW9ZSZdp3s')",351,1695003007791.441
87,1695003008466,6.358,0.063,0,0,"INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_DELIVERY_D, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (24300, '02', 2, 7, 66368, 2, '2023-09-18 10:04:28.093129', 2, 117.22, 'ySRC3kIaw8QTGy605t2TGb7o')",340,1695003008459.642
88,1695003009571,5.23,0.0,0,0,COMMIT,338,1695003009565.77
89,1695003014981,1.413,0.0,0,0,COMMIT,351,1695003014979.587
90,1695003085815,1.057,0.0,0,0,COMMIT,353,1695003085813.943
91,1695003175454,1.037,0.0,0,0,COMMIT,352,1695003175452.963
92,1695003226928,1.087,0.0,0,0,COMMIT,357,1695003226926.913
93,1695003284474,1.065,0.0,0,0,COMMIT,358,1695003284472.935
94,1695003335766,1.191,0.0,0,0,COMMIT,355,1695003335764.809
95,1695003355061,1.138,0.0,0,0,COMMIT,362,1695003355059.862
96,1695003455052,1.003,0.0,0,0,COMMIT,366,1695003455050.997
97,1695003471064,1.08,0.0,0,0,COMMIT,364,1695003471062.92
98,1695003534530,1.027,0.0,0,0,COMMIT,371,1695003534528.973
99,1695002687891,1.078,0.0,0,0,COMMIT,377,1695002687889.922
103,1695003026540,2.349,0.0,0,0,COMMIT,391,1695003026537.651
104,1695003028466,3.007,0.0,0,0,COMMIT,388,1695003028462.993
105,1695003072986,3.483,0.0,0,0,COMMIT,392,1695003072982.517
106,1695003114237,24.083,0.0,0,0,COMMIT,387,1695003114212.917
107,1695003114925,6.022,0.0,0,0,COMMIT,393,1695003114918.978
108,1695003114937,23.237,0.0,0,0,COMMIT,389,1695003114913.763
109,1695003115590,1.232,0.0,0,0,COMMIT,390,1695003115588.768
110,1695003461914,1.143,0.0,0,0,COMMIT,403,1695003461912.857
111,1695003490712,1.255,0.0,0,0,COMMIT,402,1695003490710.745
112,1695003537491,1.042,0.0,0,0,COMMIT,406,1695003537489.958
113,1695002768933,1.056,0.0,0,0,COMMIT,415,1695002768931.944
116,1695002819030,1.019,0.0,0,0,COMMIT,414,1695002819028.981
118,1695002845124,1.027,0.0,0,0,COMMIT,419,1695002845122.973
119,1695003153408,1.016,0.0,0,0,COMMIT,428,1695003153406.984
120,1695003270161,1.06,0.0,0,0,COMMIT,433,1695003270159.94
121,1695003377866,1.077,0.0,0,0,COMMIT,434,1695003377864.923
122,1695003629831,1.036,0.0,0,0,COMMIT,441,1695003629829.964
123,1695003656411,1.083,0.0,0,0,COMMIT,444,1695003656409.917
124,1695002719574,1.151,0.0,0,0,COMMIT,442,1695002719572.849
125,1695002727658,1.09,0.0,0,0,COMMIT,450,1695002727656.91
126,1695002730645,2.049,0.073,1,370,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 1\
              AND OL_O_ID < 24222\
              AND OL_O_ID >= 24202\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",454,1695002730642.951
127,1695002794068,1.221,0.0,0,0,COMMIT,447,1695002794066.779
131,1695002885337,1.087,0.0,0,0,COMMIT,452,1695002885335.913
132,1695002912786,1.083,0.079,1,416,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 1\
              AND OL_O_ID < 24294\
              AND OL_O_ID >= 24274\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",461,1695002912784.917
133,1695002961166,1.066,0.0,0,0,COMMIT,462,1695002961164.934
134,1695003008073,2.62,0.0,0,0,COMMIT,459,1695003008070.38
135,1695003176530,1.055,0.0,0,0,COMMIT,468,1695003176528.945
136,1695003412020,1.237,0.0,0,0,COMMIT,480,1695003412018.763
137,1695003419698,1.331,0.0,0,0,COMMIT,482,1695003419696.669
138,1695003469492,1.004,0.0,0,0,COMMIT,485,1695003469490.996
139,1695002726515,1.166,0.0,0,0,COMMIT,494,1695002726513.834
142,1695002811949,1.079,0.0,0,0,COMMIT,495,1695002811947.921
145,1695002882050,1.108,0.0,0,0,COMMIT,493,1695002882048.892
146,1695002987163,1.023,0.0,0,0,COMMIT,504,1695002987161.977
147,1695003006037,1.467,0.061,0,0,"INSERT INTO history VALUES (869, 8, 3, 8, 3, '2023-09-18 10:04:32.200606', 4104.65e0, 'TLX3VMG9    MLspBrWpN')",502,1695003006035.533
148,1695003093102,1.257,0.0,0,0,COMMIT,507,1695003093100.743
149,1695003137729,1.18,0.0,0,0,COMMIT,497,1695003137727.82
150,1695003236068,1.01,0.0,0,0,COMMIT,505,1695003236066.99
151,1695003377408,1.042,0.0,0,0,COMMIT,512,1695003377406.958
152,1695003468700,1.874,0.087,1,410,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 7\
              AND OL_O_ID < 24512\
              AND OL_O_ID >= 24492\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",523,1695003468698.126
153,1695002699206,1.082,0.0,0,0,COMMIT,529,1695002699204.918
154,1695002715493,1.005,0.0,0,0,COMMIT,522,1695002715491.995
158,1695002887700,1.076,0.0,0,0,COMMIT,539,1695002887698.924
159,1695002982909,1.102,0.0,0,0,COMMIT,542,1695002982907.898
160,1695002990658,1.318,0.0,0,0,COMMIT,543,1695002990656.682
161,1695003136621,1.137,0.0,0,0,COMMIT,537,1695003136619.863
162,1695003272837,1.1,0.0,0,0,COMMIT,553,1695003272835.9
163,1695003332874,1.037,0.0,0,0,COMMIT,549,1695003332872.963
164,1695003571163,1.067,0.0,0,0,COMMIT,551,1695003571161.933
165,1695003628642,1.019,0.0,0,0,COMMIT,565,1695003628640.981
166,1695003649835,1.83,0.096,1,388,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 2\
              AND OL_O_ID < 24231\
              AND OL_O_ID >= 24211\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 10",569,1695003649833.17
167,1695002779144,1.043,0.0,0,0,COMMIT,567,1695002779142.957
172,1695002867758,1.205,0.0,0,0,COMMIT,579,1695002867756.795
173,1695002868425,1.01,0.0,0,0,COMMIT,574,1695002868423.99
174,1695002905142,1.153,0.0,0,0,COMMIT,570,1695002905140.847
175,1695003028874,1.051,0.0,0,0,COMMIT,576,1695003028872.949
176,1695003052613,1.016,0.0,0,0,COMMIT,589,1695003052611.984
177,1695003096822,1.099,0.0,0,0,COMMIT,582,1695003096820.901
178,1695003152020,1.148,0.0,0,0,COMMIT,592,1695003152018.852
179,1695003180041,1.076,0.0,0,0,COMMIT,585,1695003180039.924
180,1695003195987,5.398,0.0,0,0,COMMIT,593,1695003195981.602
181,1695003196989,3.07,0.0,0,0,COMMIT,590,1695003196985.93
182,1695003233890,1.064,0.0,0,0,COMMIT,588,1695003233888.936
183,1695003269434,1.019,0.0,0,0,COMMIT,595,1695003269432.981
184,1695003280358,1.08,0.0,0,0,COMMIT,599,1695003280356.92
185,1695003349053,1.077,0.0,0,0,COMMIT,591,1695003349051.923
186,1695003470884,1.16,0.0,0,0,COMMIT,601,1695003470882.84
187,1695003557501,1.258,0.0,0,0,COMMIT,606,1695003557499.742
188,1695003576680,1.146,0.0,0,0,COMMIT,607,1695003576678.854
189,1695003644552,1.028,0.0,0,0,COMMIT,613,1695003644550.972
190,1695002697982,1.003,0.0,0,0,COMMIT,608,1695002697980.997
191,1695002723314,1.028,0.0,0,0,COMMIT,617,1695002723312.972
192,1695002787471,1.062,0.0,0,0,COMMIT,614,1695002787469.938
196,1695002824722,2.274,0.0,0,0,COMMIT,619,1695002824719.726
199,1695002914763,2.023,0.106,1,416,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 3\
              AND OL_O_ID < 24231\
              AND OL_O_ID >= 24211\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 12",624,1695002914760.977
200,1695002933002,1.538,0.0,0,0,COMMIT,622,1695002933000.462
201,1695002937316,1.03,0.0,0,0,COMMIT,618,1695002937314.97
202,1695002983791,1.002,0.0,0,0,COMMIT,620,1695002983789.998
203,1695003015492,1.084,0.087,0,0,"INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_DELIVERY_D, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (24513, '07', 4, 8, 17216, 4, '2023-09-18 10:04:35.195138', 4, 29.04, 'hvu8ULwb5BnE8wNlaZxNZb45')",623,1695003015490.916
204,1695003071831,1.166,0.0,0,0,COMMIT,623,1695003071829.834
205,1695003134968,1.619,0.089,1,388,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 1\
              AND OL_O_ID < 24150\
              AND OL_O_ID >= 24130\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 19",632,1695003134966.381
206,1695003139899,1.231,0.0,0,0,COMMIT,625,1695003139897.769
207,1695003235998,1.059,0.0,0,0,COMMIT,630,1695003235996.941
208,1695003278198,1.146,0.0,0,0,COMMIT,631,1695003278196.854
209,1695003325885,1.096,0.0,0,0,COMMIT,633,1695003325883.904
210,1695003392826,1.29,0.0,0,0,COMMIT,636,1695003392824.71
