Avg Threads Running,1,1,1.3,2.2,3.1,3.5,4.2,4.6,4.9,5.6,6.3,6.888888888888889,7.25,11.25,11.428571428571427,12.5,13.4,15.5,19.333333333333336,25,42,42,42,35,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,42,39,39,39,39,39,51,45.666666666666664,45.666666666666664,45.666666666666664,45.666666666666664,49,49,49,49,49,35,27,27,27,27,27,27,27,27,27,27,24,24,24,24,19,19,19,19,19,19,14,14,14,14,38,38,38,33,33,33,30.333333333333336,26,24.6,24.6,21.25,21.25,22,20.5,20.5,20.5,19.75,23,23,23,23,23
Peak Threads Connected,1,1,4,10,10,10,10,10,10,10,10,10,10,42,42,42,42,42,42,42,42,42,42,35,42,42,42,42,42,42,42,42,42,42,39,39,39,39,39,63,63,63,63,63,63,63,63,63,63,35,27,27,27,27,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,14,14,14,14,38,38,38,38,38,38,38,38,38,38,28,28,28,25,25,25,25,26,26,26,26,26
Peak Threads Running,1,1,2,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,16,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,45,45,45,45,45,45,45,45,45,45,16,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,9,9,9,7,7,7,4,6,6,6,6,6
bytes_received_rate,12099.111111111111,12578.444444444445,18480.444444444445,31476.77777777778,47349.77777777778,67792.55555555556,83956.77777777778,99264.66666666667,115821.66666666667,135064.11111111112,149585.55555555556,137985.1947,124973.79634285714,161217.30449251246,138595.9796620919,122976.17608695652,108870.91008520366,94411.8559488202,77602.27805105854,71440.11232172471,30018.906206554122,25776.2,25776.2,25776.2,25776.2,25776.2,25776.2,25776.2,21354.314647467727,147658.38509316772,146804.2203985932,146804.2203985932,146804.2203985932,111787.74372801876,27921,27921,27921,27921,22963.597959183673,98374.07567771085,143926.9578313253,143926.9578313253,143926.9578313253,102663.09902108434,88270.4032379518,78440.34236615994,93061.09583608726,107681.84930601456,145528.58809801633,144449.8135933467,142924.37923250563,142924.37923250563,92967.33333333333,97890.01751549446,147599.59848315857,148969.79809778073,121244.03584181545,106347.05603203739,146987.46950543355,147629.77777777778,109912.2323470411,139890.8391842193,113577.37233366766,99588.28841524574
bytes_sent_rate,164656.33333333334,177903.44444444444,182068.44444444444,214440.22222222225,218456.7777777778,255670.55555555556,289255.22222222225,307277.7777777778,338753.44444444444,378332.6666666667,392728.44444444444,357407.3349,308984.55588571425,421927.6760953966,364647.90640257846,313322.10869565216,283722.5830527847,254574.7811997341,198778.52619551684,193935.68038142618,85608.88664349554,73509.4,73509.4,73509.4,73509.4,73509.4,73509.4,73509.4,60898.92447864945,428242.03566419554,435077.3739742086,435077.3739742086,435077.3739742086,331300.5433470105,92098.2,92098.2,92098.2,92098.2,75746.0706122449,260285.51531124496,380812.7510040161,380812.7510040161,380812.7510040161,271633.73529116466,233552.46019076306,205928.5926966292,244312.3005617978,282696.0084269663,404620.27004500746,394601.08976197307,388841.86104840727,388841.86104840727,258551.2,272241.663702506,417348.76198973897,413169.19739696314,336271.5236080984,294954.603868402,414030.82723442,414541.44444444444,293323.27161484456,373327.3152791708,303104.44727515883,265771.71574724175
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,26.444444444444446,27.444444444444446,46.77777777777778,96.22222222222223,157.88888888888889,229.11111111111114,289.11111111111114,340.44444444444446,398.11111111111114,472.44444444444446,523.2222222222223,485.741925,438.91831428571425,578.2584581253466,500.2818527760449,444.8334782608696,400.16174979218624,352.05773346626785,288.72705479452054,273.2783747927032,118.55605759682226,101.8,101.8,101.8,101.8,101.8,101.8,101.8,84.3362959285005,534.9629332799038,524.3677775916932,524.3677775916932,524.3677775916932,399.29295344163455,92.2,92.2,92.2,92.2,75.82979591836735,351.18586847389554,513.8052208835342,513.8052208835342,513.8052208835342,366.4972640562249,315.11674196787146,286.3342696629214,339.70505617977534,393.0758426966293,530.7551258543091,513.0484657298538,509.7817908201655,509.7817908201655,326.66666666666663,343.9638911344651,522.1949587329912,519.4393459035541,422.763026308471,370.8190917181156,527.2787757817698,526.2222222222223,392.9813440320963,500.1671681711802,406.08572383818125,356.06900702106316
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.9983361064891845,0.8788438344770222,0.7821739130434782,0.6871695760598504,0.5954968428049185,0.5121544209215443,0.462139303482587,0.2329195630585899,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1656901688182721,1.0018032458425166,1.0048568079048734,1.0048568079048734,1.0048568079048734,0.7651733377993636,0.2,0.2,0.2,0.2,0.16448979591836735,0.6862449799196787,1.0040160642570282,1.0040160642570282,1.0040160642570282,0.7161646586345382,0.6157630522088353,0.5318902842035691,0.6310310641110378,0.7301718440185064,1.0001666944490748,1.0037281330656724,1.0032605969400552,1.0032605969400552,0.6666666666666666,0.7019671247642144,1.0037921035021191,1.0011680293675955,0.8148339729684633,0.7147171700317037,0.998003992015968,1,0.7880641925777332,1.0030090270812437,0.8143430290872619,0.7140421263791374
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_tablespace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com assign_to_keycache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com binlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com call_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_repl_filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com checksum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com commit,0,0,2.3333333333333335,6.222222222222223,10.11111111111111,15.777777777777777,20.555555555555557,25.333333333333336,30.444444444444446,35.111111111111114,39.22222222222222,35.7813,32.339057142857136,39.82251802551303,33.83548762736536,29.610869565217392,25.425274314214466,20.961488866733134,17.15717310087173,14.942504145936983,6.521747765640517,5.6,5.6,5.6,5.6,5.6,5.6,5.6,4.639324726911619,33.860949709477055,37.179701892480324,37.179701892480324,37.179701892480324,28.31141349857645,10.6,10.6,10.6,10.6,8.717959183673468,27.792921686746986,40.66265060240964,40.66265060240964,40.66265060240964,29.00466867469879,24.93840361445783,21.275611368142762,25.241242564441514,29.206873760740258,38.33972328721454,40.005735589331806,38.750940556809624,38.750940556809624,25.2,26.534357316087306,38.36716484496988,39.04555314533623,31.778524945770066,27.87396963123644,37.14792636948325,37.88888888888889,29.552407221664993,37.61283851554664,30.537863590772314,26.776579739217652
com create_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
