,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
3,1695004255688,1.074,0.0,0,0,COMMIT,18113,1695004255686.926
4,1695004441801,3.018,0.124,1,408,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 4\
              AND OL_O_ID < 24584\
              AND OL_O_ID >= 24564\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 20",18121,1695004441797.982
5,1695004505409,1.083,0.0,0,0,COMMIT,18123,1695004505407.917
6,1695003583633,1.08,0.0,0,0,COMMIT,18124,1695003583631.92
7,1695003606544,1.141,0.0,0,0,COMMIT,18119,1695003606542.859
8,1695003641351,1.037,0.0,0,0,COMMIT,18122,1695003641349.963
12,1695003729126,1.389,0.0,0,0,COMMIT,18132,1695003729124.611
13,1695003785848,1.211,0.0,0,0,COMMIT,18127,1695003785846.789
14,1695003831676,1.245,0.0,0,0,COMMIT,18137,1695003831674.755
15,1695003848824,1.04,0.0,0,0,COMMIT,18138,1695003848822.96
16,1695003866197,1.053,0.0,0,0,COMMIT,18130,1695003866195.947
17,1695003875879,2.699,0.089,1,378,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 7\
              AND OL_O_ID < 24482\
              AND OL_O_ID >= 24462\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 20",18139,1695003875876.301
18,1695003876337,1.131,0.0,0,0,COMMIT,18133,1695003876335.869
19,1695003877085,1.757,0.0,0,0,COMMIT,18135,1695003877083.243
20,1695003951355,1.186,0.0,0,0,COMMIT,18134,1695003951353.814
21,1695004101716,1.075,0.0,0,0,COMMIT,18147,1695004101714.925
22,1695004227637,1.007,0.0,0,0,COMMIT,18153,1695004227635.993
23,1695004408792,1.05,0.0,0,0,COMMIT,18152,1695004408790.95
24,1695003555205,2.29,0.086,1,414,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 6\
              AND OL_O_ID < 24295\
              AND OL_O_ID >= 24275\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",18166,1695003555202.71
25,1695003631322,1.104,0.0,0,0,COMMIT,18163,1695003631320.896
29,1695003701883,1.096,0.0,0,0,COMMIT,18170,1695003701881.904
30,1695003825040,1.053,0.0,0,0,COMMIT,18169,1695003825038.947
31,1695003964708,1.028,0.0,0,0,COMMIT,18176,1695003964706.972
32,1695003966078,1.335,0.0,0,0,COMMIT,18180,1695003966076.665
33,1695004117077,1.272,0.0,0,0,COMMIT,18185,1695004117075.728
34,1695004161403,1.12,0.0,0,0,COMMIT,18178,1695004161401.88
35,1695004276729,1.171,0.0,0,0,COMMIT,18192,1695004276727.829
36,1695004342988,1.051,0.0,0,0,COMMIT,18186,1695004342986.949
37,1695003649197,1.14,0.0,0,0,COMMIT,18203,1695003649195.86
41,1695003689846,1.153,0.0,0,0,COMMIT,18209,1695003689844.847
43,1695003726190,1.117,0.0,0,0,COMMIT,18201,1695003726188.883
44,1695003747734,1.12,0.0,0,0,COMMIT,18206,1695003747732.88
45,1695003788750,1.274,0.0,0,0,COMMIT,18202,1695003788748.726
46,1695003800043,1.254,0.0,0,0,COMMIT,18213,1695003800041.746
47,1695003816399,1.013,0.0,0,0,ROLLBACK,18214,1695003816397.987
48,1695003869830,1.006,0.0,0,0,COMMIT,18218,1695003869828.994
49,1695003913074,1.734,0.0,0,0,COMMIT,18212,1695003913072.266
50,1695004021436,1.035,0.0,0,0,COMMIT,18208,1695004021434.965
51,1695004033398,1.261,0.0,0,0,ROLLBACK,18222,1695004033396.739
52,1695004094162,1.096,0.0,0,0,COMMIT,18227,1695004094160.904
53,1695004320895,1.167,0.071,9,9,"SELECT OL_SUPPLY_W_ID, OL_I_ID, OL_QUANTITY, OL_AMOUNT, OL_DELIVERY_D FROM order_line WHERE OL_W_ID = 2 AND OL_D_ID = 5 AND OL_O_ID = 22778",18237,1695004320893.833
54,1695004428714,2.154,0.0,0,0,COMMIT,18232,1695004428711.846
55,1695004517752,1.293,0.0,0,0,COMMIT,18230,1695004517750.707
56,1695003531864,1.124,0.0,0,0,COMMIT,18235,1695003531862.876
57,1695003532556,1.104,0.0,0,0,COMMIT,18243,1695003532554.896
58,1695003588837,2.56,0.084,1,384,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 9\
              AND OL_O_ID < 24295\
              AND OL_O_ID >= 24275\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",18247,1695003588834.44
59,1695003606132,1.323,0.0,0,0,COMMIT,18236,1695003606130.677
62,1695003691764,1.12,0.0,0,0,COMMIT,18252,1695003691762.88
64,1695003763885,1.005,0.0,0,0,COMMIT,18250,1695003763883.995
65,1695003987550,2.33,0.075,1,382,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 2\
              AND OL_O_ID < 24497\
              AND OL_O_ID >= 24477\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",18265,1695003987547.67
66,1695004039817,1.137,0.0,0,0,COMMIT,18259,1695004039815.863
67,1695004108433,1.056,0.0,0,0,COMMIT,18268,1695004108431.944
68,1695004167806,1.012,0.0,0,0,COMMIT,18270,1695004167804.988
69,1695004224370,2.641,0.091,1,408,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 9\
              AND OL_O_ID < 24428\
              AND OL_O_ID >= 24408\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",18273,1695004224367.359
70,1695004302716,1.179,0.0,0,0,COMMIT,18275,1695004302714.821
71,1695004469032,1.282,0.0,0,0,COMMIT,18281,1695004469030.718
75,1695003699918,1.078,0.0,0,0,COMMIT,18283,1695003699916.922
76,1695003888754,1.353,0.0,0,0,COMMIT,18291,1695003888752.647
77,1695004106554,1.012,0.0,0,0,COMMIT,18299,1695004106552.988
78,1695004147231,1.142,0.0,0,0,COMMIT,18305,1695004147229.858
79,1695004241294,1.042,0.0,0,0,COMMIT,18308,1695004241292.958
80,1695004270396,1.026,0.0,0,0,COMMIT,18309,1695004270394.974
81,1695004325134,2.025,0.096,1,358,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 3\
              AND OL_O_ID < 24433\
              AND OL_O_ID >= 24413\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",18311,1695004325131.975
82,1695004426834,1.158,0.0,0,0,COMMIT,18314,1695004426832.842
83,1695003590956,1.136,0.0,0,0,COMMIT,18315,1695003590954.864
84,1695003651221,1.208,0.0,0,0,COMMIT,18323,1695003651219.792
85,1695003651887,1.171,0.0,0,0,COMMIT,18324,1695003651885.829
87,1695003674476,2.304,0.0,0,0,COMMIT,18313,1695003674473.696
91,1695003744938,17.166,0.0,0,0,COMMIT,18328,1695003744920.834
92,1695003757905,1.18,0.0,0,0,COMMIT,18329,1695003757903.82
