,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
3,1695008296064,1.433,0.0,0,0,COMMIT,80,1695008296062.567
4,1695008296782,1.823,0.0,0,0,COMMIT,78,1695008296780.177
5,1695008296794,1.794,0.0,0,0,COMMIT,81,1695008296792.206
6,1695008408610,1.257,0.0,0,0,COMMIT,85,1695008408608.743
7,1695008555232,3.447,0.103,1,404,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 6\
              AND OL_O_ID < 24946\
              AND OL_O_ID >= 24926\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",93,1695008555228.553
8,1695008568389,1.206,0.0,0,0,COMMIT,84,1695008568387.794
9,1695008592070,1.027,0.0,0,0,COMMIT,88,1695008592068.973
10,1695008592746,1.574,0.0,0,0,COMMIT,86,1695008592744.426
11,1695008641420,1.019,0.0,0,0,COMMIT,91,1695008641418.981
12,1695008669112,1.037,0.11,1,1,"SELECT C_ID, C_FIRST, C_MIDDLE, C_LAST, C_STREET_1, C_STREET_2, C_CITY, C_STATE, C_ZIP, C_PHONE, C_SINCE, C_CREDIT, C_CREDIT_LIM, C_DISCOUNT, C_BALANCE, C_YTD_PAYMENT, C_PAYMENT_CNT, C_DATA FROM customer WHERE C_W_ID = 2 AND C_D_ID = 5 AND C_LAST = 'ATIONBARPRES' ORDER BY C_FIRST",98,1695008669110.963
13,1695008712824,1.037,0.0,0,0,COMMIT,98,1695008712822.963
14,1695008880821,1.04,0.0,0,0,COMMIT,104,1695008880819.96
15,1695008899077,1.011,0.0,0,0,COMMIT,105,1695008899075.989
16,1695008002393,1.145,0.0,0,0,COMMIT,101,1695008002391.855
